"","db","Released.Info","Actual","Open","High","Low","Close","CC_Delta","CL_Delta","HC_Delta"
"180","AiG Perf of Construction Index",2018-01-15 22:00:00,"52.8",1.2197,1.2297,1.2188,1.2264,-3.99999999999956,-68.9999999999991,19.0000000000001
"181","AiG Perf of Construction Index",2018-01-12 22:00:00,"52.8",1.2032,1.2218,1.2031,1.2202,61.9999999999998,-13.9999999999985,95.0000000000006
"182","AiG Perf of Construction Index",2018-01-11 22:00:00,"52.8",1.1948,1.2059,1.1929,1.2032,169.999999999999,-0.99999999999989,185.999999999999
"183","AiG Perf of Construction Index",2018-01-10 22:00:00,"52.8",1.1937,1.2018,1.1923,1.1948,83.9999999999996,-19.0000000000001,110.999999999999
"184","AiG Perf of Construction Index",2018-01-09 22:00:00,"52.8",1.1967,1.1976,1.1916,1.1937,11.000000000001,-14.0000000000007,81
"185","AiG Perf of Construction Index",2018-01-08 22:00:00,"52.8",1.2027,1.2052,1.1956,1.1967,-30.0000000000011,-51.000000000001,8.99999999999901
"186","AiG Perf of Construction Index",2018-01-05 22:00:00,"57.5",1.2068,1.2083,1.2021,1.2029,-61.9999999999998,-73.0000000000008,22.9999999999997
"187","AiG Perf of Construction Index",2018-01-04 22:00:00,"57.5",1.2015,1.2089,1.2005,1.2068,-39.0000000000001,-47.0000000000015,14.9999999999983
"188","AiG Perf of Construction Index",2018-01-03 22:00:00,"57.5",1.2059,1.2066,1.2001,1.2015,53.0000000000008,-10.0000000000011,74.0000000000007
"189","AiG Perf of Construction Index",2018-01-02 22:00:00,"57.5",1.2012,1.2081,1.2004,1.2059,-43.9999999999996,-58.0000000000003,6.99999999999923
"190","AiG Perf of Construction Index",2018-01-01 22:00:00,"57.5",1.2,1.2012,1.1995,1.2012,46.9999999999993,-8.00000000000134,68.9999999999991
"191","AiG Perf of Construction Index",2017-12-29 22:00:00,"57.5",1.1943,1.2026,1.1937,1.2005,7.00000000000145,-9.9999999999989,7.00000000000145
"192","AiG Perf of Construction Index",2017-12-28 22:00:00,"57.5",1.1888,1.1959,1.1888,1.1943,61.9999999999998,-5.99999999999934,82.9999999999997
"193","AiG Perf of Construction Index",2017-12-27 22:00:00,"57.5",1.1858,1.191,1.1855,1.1888,54.9999999999984,0,70.9999999999988
"194","AiG Perf of Construction Index",2017-12-26 22:00:00,"57.5",1.187,1.1879,1.1847,1.1858,30.0000000000011,-2.99999999999967,52.0000000000009
"195","AiG Perf of Construction Index",2017-12-25 22:00:00,"57.5",1.185,1.1911,1.1812,1.187,-12.0000000000009,-22.9999999999997,8.99999999999901
"196","AiG Perf of Construction Index",2017-12-22 22:00:00,"57.5",1.1874,1.1876,1.1817,1.1862,8.00000000000134,-49.9999999999989,49.0000000000013
"197","AiG Perf of Construction Index",2017-12-21 22:00:00,"57.5",1.1871,1.189,1.1849,1.1874,-12.0000000000009,-57.0000000000004,1.99999999999978
"198","AiG Perf of Construction Index",2017-12-20 22:00:00,"57.5",1.184,1.1902,1.1829,1.1871,2.99999999999967,-21.9999999999998,19.0000000000001
"199","AiG Perf of Construction Index",2017-12-19 22:00:00,"57.5",1.1782,1.1849,1.1777,1.184,31.000000000001,-10.9999999999988,61.9999999999998
"200","AiG Perf of Construction Index",2017-12-18 22:00:00,"57.5",1.1752,1.1834,1.1737,1.1782,58.0000000000003,-4.99999999999945,67.0000000000015
"201","AiG Perf of Construction Index",2017-12-15 22:00:00,"57.5",1.1778,1.1812,1.1749,1.1749,32.9999999999986,-12.0000000000009,84.9999999999995
"202","AiG Perf of Construction Index",2017-12-14 22:00:00,"57.5",1.1826,1.1863,1.1771,1.1778,-28.999999999999,-28.999999999999,34.0000000000007
"203","AiG Perf of Construction Index",2017-12-13 22:00:00,"57.5",1.1742,1.1832,1.173,1.1826,-48.0000000000014,-55.0000000000006,36.9999999999981
"204","AiG Perf of Construction Index",2017-12-12 22:00:00,"57.5",1.1769,1.1793,1.1718,1.1742,84.0000000000018,-11.9999999999987,90.0000000000012
"205","AiG Perf of Construction Index",2017-12-11 22:00:00,"57.5",1.1766,1.1812,1.1757,1.1769,-27.0000000000015,-51.000000000001,23.9999999999996
"206","AiG Perf of Construction Index",2017-12-08 22:00:00,"57.5",1.1773,1.1777,1.173,1.1773,-3.99999999999956,-16.0000000000005,39.0000000000001
"207","AiG Perf of Construction Index",2017-12-07 22:00:00,"57.5",1.1796,1.1815,1.1772,1.1773,0,-42.9999999999997,3.99999999999956
"208","AiG Perf of Construction Index",2017-12-06 22:00:00,"53.2",1.1826,1.1848,1.1781,1.1796,-22.9999999999997,-23.9999999999996,19.0000000000001
"209","AiG Perf of Construction Index",2017-12-05 22:00:00,"53.2",1.1866,1.1877,1.1801,1.1826,-30.0000000000011,-45.0000000000017,21.9999999999998
"210","AiG Perf of Construction Index",2017-12-04 22:00:00,"53.2",1.1882,1.1888,1.1829,1.1866,-40,-65.0000000000017,10.9999999999988
"211","AiG Perf of Construction Index",2017-12-01 22:00:00,"53.2",1.1904,1.194,1.1851,1.1896,-29.9999999999989,-66.9999999999993,-7.99999999999912
"212","AiG Perf of Construction Index",2017-11-30 22:00:00,"53.2",1.1847,1.1932,1.1809,1.1904,-7.99999999999912,-52.9999999999986,36.0000000000005
"213","AiG Perf of Construction Index",2017-11-29 22:00:00,"53.2",1.184,1.1883,1.1818,1.1847,56.9999999999982,-38.0000000000003,84.9999999999995
"214","AiG Perf of Construction Index",2017-11-28 22:00:00,"53.2",1.1898,1.192,1.1827,1.184,7.00000000000145,-21.9999999999998,42.9999999999997
"215","AiG Perf of Construction Index",2017-11-27 22:00:00,"53.2",1.1931,1.1961,1.1896,1.1898,-58.0000000000003,-70.9999999999988,21.9999999999998
"216","AiG Perf of Construction Index",2017-11-24 22:00:00,"53.2",1.185,1.1944,1.1837,1.1933,-35.0000000000006,-37.0000000000004,27.9999999999991
"217","AiG Perf of Construction Index",2017-11-23 22:00:00,"53.2",1.1822,1.1856,1.1813,1.1851,81.9999999999999,-14.0000000000007,92.9999999999986
"218","AiG Perf of Construction Index",2017-11-22 22:00:00,"53.2",1.1738,1.1827,1.1733,1.1822,29.0000000000012,-8.99999999999901,34.0000000000007
"219","AiG Perf of Construction Index",2017-11-21 22:00:00,"53.2",1.1733,1.1758,1.1713,1.1738,83.9999999999996,-4.99999999999945,89.0000000000013
"220","AiG Perf of Construction Index",2017-11-20 22:00:00,"53.2",1.179,1.1812,1.1722,1.1733,4.99999999999945,-20,24.9999999999995
"221","AiG Perf of Construction Index",2017-11-17 22:00:00,"53.2",1.177,1.1822,1.1765,1.179,-57.0000000000004,-68.0000000000014,21.9999999999998
"222","AiG Perf of Construction Index",2017-11-16 22:00:00,"53.2",1.1791,1.1801,1.1757,1.177,20,-4.99999999999945,51.9999999999987
"223","AiG Perf of Construction Index",2017-11-15 22:00:00,"53.2",1.1798,1.1861,1.1785,1.1791,-20.9999999999999,-34.0000000000007,9.9999999999989
"224","AiG Perf of Construction Index",2017-11-14 22:00:00,"53.2",1.1667,1.1805,1.1662,1.1798,-6.99999999999923,-12.9999999999986,62.9999999999997
"225","AiG Perf of Construction Index",2017-11-13 22:00:00,"53.2",1.1667,1.1675,1.1638,1.1667,130.999999999999,-5.00000000000167,138
"226","AiG Perf of Construction Index",2017-11-10 22:00:00,"53.2",1.1642,1.1678,1.1623,1.1665,1.99999999999978,-27.0000000000015,9.9999999999989
"227","AiG Perf of Construction Index",2017-11-09 22:00:00,"53.2",1.1595,1.1655,1.1586,1.1642,23.0000000000019,-18.9999999999979,36.0000000000005
"228","AiG Perf of Construction Index",2017-11-08 22:00:00,"53.2",1.1587,1.1611,1.1579,1.1595,46.9999999999993,-8.99999999999901,60.0000000000001
"229","AiG Perf of Construction Index",2017-11-07 22:00:00,"53.2",1.161,1.1616,1.1554,1.1587,7.99999999999912,-8.00000000000134,23.9999999999996
"230","AiG Perf of Construction Index",2017-11-06 22:00:00,"54.7",1.1609,1.1624,1.158,1.161,-22.9999999999997,-56.0000000000005,5.99999999999934
"231","AiG Perf of Construction Index",2017-11-03 23:00:00,"54.7",1.1658,1.169,1.1599,1.1608,1.99999999999978,-28.0000000000014,16.0000000000005
"232","AiG Perf of Construction Index",2017-11-02 23:00:00,"54.7",1.1619,1.1687,1.1613,1.1658,-49.9999999999989,-59.0000000000002,32.0000000000009
"233","AiG Perf of Construction Index",2017-11-01 23:00:00,"54.7",1.1646,1.1657,1.1606,1.1619,39.0000000000001,-5.99999999999934,68.0000000000014
"234","AiG Perf of Construction Index",2017-10-31 23:00:00,"54.7",1.1651,1.1661,1.1625,1.1646,-27.0000000000015,-40,10.9999999999988
"235","AiG Perf of Construction Index",2017-10-30 23:00:00,"54.7",1.1603,1.1658,1.1594,1.1651,-4.99999999999945,-25.9999999999994,9.9999999999989
"236","AiG Perf of Construction Index",2017-10-27 23:00:00,"54.7",1.165,1.1657,1.1575,1.1608,42.9999999999997,-14.0000000000007,49.9999999999989
"237","AiG Perf of Construction Index",2017-10-26 23:00:00,"54.7",1.1813,1.1837,1.1641,1.1651,-42.9999999999997,-76.0000000000005,5.99999999999934
"238","AiG Perf of Construction Index",2017-10-25 23:00:00,"54.7",1.1761,1.1818,1.1753,1.1813,-162,-172.000000000001,23.9999999999996
"239","AiG Perf of Construction Index",2017-10-24 23:00:00,"54.7",1.1749,1.1793,1.1743,1.1761,52.0000000000009,-7.99999999999912,57.0000000000004
"240","AiG Perf of Construction Index",2017-10-23 23:00:00,"54.7",1.1775,1.1777,1.1725,1.1749,11.9999999999987,-6.00000000000156,43.9999999999996
"241","AiG Perf of Construction Index",2017-10-20 23:00:00,"54.7",1.1852,1.1858,1.1763,1.1784,-34.9999999999984,-58.9999999999979,-6.99999999999923
"242","AiG Perf of Construction Index",2017-10-19 23:00:00,"54.7",1.1787,1.1858,1.1768,1.1852,-68.0000000000014,-89.0000000000013,5.99999999999934
"243","AiG Perf of Construction Index",2017-10-18 23:00:00,"54.7",1.1766,1.1805,1.173,1.1787,64.9999999999995,-19.0000000000001,70.9999999999988
"244","AiG Perf of Construction Index",2017-10-17 23:00:00,"54.7",1.1796,1.18,1.1736,1.1766,20.9999999999999,-36.0000000000005,39.0000000000001
"245","AiG Perf of Construction Index",2017-10-16 23:00:00,"54.7",1.1825,1.1829,1.1781,1.1796,-29.9999999999989,-60.0000000000001,3.99999999999956
"246","AiG Perf of Construction Index",2017-10-13 23:00:00,"54.7",1.183,1.1875,1.1806,1.182,-23.9999999999996,-39.0000000000001,9.00000000000123
"247","AiG Perf of Construction Index",2017-10-12 23:00:00,"54.7",1.1859,1.188,1.1827,1.183,-10.0000000000011,-23.9999999999996,44.9999999999995
"248","AiG Perf of Construction Index",2017-10-11 23:00:00,"54.7",1.1808,1.1869,1.1795,1.1859,-28.999999999999,-31.9999999999987,20.9999999999999
"249","AiG Perf of Construction Index",2017-10-10 23:00:00,"54.7",1.174,1.1825,1.1739,1.1808,50.9999999999988,-13.0000000000008,60.9999999999999
"250","AiG Perf of Construction Index",2017-10-09 23:00:00,"54.7",1.1729,1.1756,1.1718,1.174,68.0000000000014,-0.99999999999989,85.0000000000017
"251","AiG Perf of Construction Index",2017-10-06 23:00:00,"54.7",1.1711,1.1739,1.167,1.173,9.9999999999989,-12.0000000000009,25.9999999999994
"252","AiG Perf of Construction Index",2017-10-05 23:00:00,"54.7",1.1759,1.1779,1.1699,1.1711,19.0000000000001,-40.9999999999999,27.9999999999991
"253","AiG Perf of Construction Index",2017-10-04 23:00:00,"55.3",1.1744,1.1788,1.1736,1.1759,-47.9999999999992,-60.0000000000001,20
"254","AiG Perf of Construction Index",2017-10-03 23:00:00,"55.3",1.1733,1.1773,1.1696,1.1744,14.9999999999983,-8.00000000000134,43.9999999999996
"255","AiG Perf of Construction Index",2017-10-02 23:00:00,"55.3",1.1816,1.182,1.173,1.1733,11.000000000001,-37.0000000000004,40
"256","AiG Perf of Construction Index",2017-09-29 23:00:00,"55.3",1.1786,1.1833,1.1773,1.1814,-81,-83.9999999999996,5.99999999999934
"257","AiG Perf of Construction Index",2017-09-28 23:00:00,"55.3",1.1745,1.1804,1.1721,1.1786,27.9999999999991,-13.0000000000008,46.9999999999993
"258","AiG Perf of Construction Index",2017-09-27 23:00:00,"55.3",1.1793,1.1795,1.1717,1.1745,40.9999999999999,-24.0000000000018,58.9999999999979
"259","AiG Perf of Construction Index",2017-09-26 23:00:00,"55.3",1.1848,1.1862,1.1758,1.1793,-47.9999999999992,-76.0000000000005,1.99999999999978
"260","AiG Perf of Construction Index",2017-09-25 23:00:00,"55.3",1.1915,1.1937,1.1832,1.1848,-55.0000000000006,-90.0000000000012,13.9999999999985
"261","AiG Perf of Construction Index",2017-09-22 23:00:00,"55.3",1.1941,1.2004,1.1937,1.1951,-103,-119,-14.0000000000007
"262","AiG Perf of Construction Index",2017-09-21 23:00:00,"55.3",1.1892,1.1954,1.1866,1.1941,10.0000000000011,-3.99999999999956,62.9999999999997
"263","AiG Perf of Construction Index",2017-09-20 23:00:00,"55.3",1.1994,1.2033,1.1862,1.1892,48.999999999999,-25.9999999999994,61.9999999999998
"264","AiG Perf of Construction Index",2017-09-19 23:00:00,"55.3",1.1954,1.2007,1.195,1.1994,-102,-132.000000000001,39.0000000000001
"265","AiG Perf of Construction Index",2017-09-18 23:00:00,"55.3",1.1946,1.1969,1.1915,1.1954,40,-3.99999999999956,53.0000000000008
"266","AiG Perf of Construction Index",2017-09-15 23:00:00,"55.3",1.1919,1.1987,1.1901,1.1945,9.00000000000123,-29.9999999999989,24.0000000000018
"267","AiG Perf of Construction Index",2017-09-14 23:00:00,"55.3",1.1885,1.1922,1.1838,1.1919,25.9999999999994,-18.0000000000002,68.0000000000014
"268","AiG Perf of Construction Index",2017-09-13 23:00:00,"55.3",1.1967,1.1995,1.1873,1.1885,34.0000000000007,-46.9999999999993,37.0000000000004
"269","AiG Perf of Construction Index",2017-09-12 23:00:00,"55.3",1.1953,1.1978,1.1926,1.1967,-82.0000000000021,-94.0000000000008,27.9999999999991
"270","AiG Perf of Construction Index",2017-09-11 23:00:00,"55.3",1.2036,1.2036,1.1948,1.1953,14.0000000000007,-26.9999999999992,24.9999999999995
"271","AiG Perf of Construction Index",2017-09-08 23:00:00,"55.3",1.2023,1.2092,1.2015,1.2036,-82.9999999999997,-87.9999999999992,0
"272","AiG Perf of Construction Index",2017-09-07 23:00:00,"55.3",1.1917,1.2059,1.1914,1.2023,13.0000000000008,-7.99999999999912,69.0000000000013
"273","AiG Perf of Construction Index",2017-09-06 23:00:00,"60.5",1.1914,1.195,1.1903,1.1917,105.999999999999,-2.99999999999967,142
"274","AiG Perf of Construction Index",2017-09-05 23:00:00,"60.5",1.1896,1.1941,1.1868,1.1914,2.99999999999967,-11.000000000001,36.0000000000005
"275","AiG Perf of Construction Index",2017-09-04 23:00:00,"60.5",1.1859,1.1922,1.1852,1.1896,18.0000000000002,-27.9999999999991,44.9999999999995
"276","AiG Perf of Construction Index",2017-09-01 23:00:00,"60.5",1.191,1.198,1.185,1.186,36.0000000000005,-7.99999999999912,61.9999999999998
"277","AiG Perf of Construction Index",2017-08-31 23:00:00,"60.5",1.1884,1.1913,1.1823,1.191,-50.0000000000012,-60.0000000000001,69.9999999999989
"278","AiG Perf of Construction Index",2017-08-30 23:00:00,"60.5",1.1972,1.1984,1.1881,1.1884,26.0000000000016,-60.9999999999999,29.0000000000012
"279","AiG Perf of Construction Index",2017-08-29 23:00:00,"60.5",1.1979,1.207,1.1947,1.1972,-88.0000000000014,-91.0000000000011,11.9999999999987
"280","AiG Perf of Construction Index",2017-08-28 23:00:00,"60.5",1.1926,1.1984,1.1917,1.1979,-6.99999999999923,-31.9999999999987,91.0000000000011
"281","AiG Perf of Construction Index",2017-08-25 23:00:00,"60.5",1.1799,1.1941,1.1774,1.1924,55.0000000000006,-6.99999999999923,60.0000000000001
"282","AiG Perf of Construction Index",2017-08-24 23:00:00,"60.5",1.1807,1.1818,1.1784,1.1799,125,-24.9999999999995,142
"283","AiG Perf of Construction Index",2017-08-23 23:00:00,"60.5",1.1762,1.1823,1.174,1.1807,-8.00000000000134,-23.0000000000019,10.9999999999988
"284","AiG Perf of Construction Index",2017-08-22 23:00:00,"60.5",1.1815,1.1824,1.1745,1.1762,45.0000000000017,-21.9999999999998,60.9999999999999
"285","AiG Perf of Construction Index",2017-08-21 23:00:00,"60.5",1.1753,1.1828,1.1731,1.1815,-53.0000000000008,-69.9999999999989,8.99999999999901
"286","AiG Perf of Construction Index",2017-08-18 23:00:00,"60.5",1.1723,1.1774,1.1709,1.1761,54.0000000000007,-29.9999999999989,67.0000000000015
"287","AiG Perf of Construction Index",2017-08-17 23:00:00,"60.5",1.1767,1.179,1.1662,1.1723,38.0000000000003,-13.9999999999985,51.000000000001
"288","AiG Perf of Construction Index",2017-08-16 23:00:00,"60.5",1.1735,1.1779,1.1682,1.1767,-44.0000000000018,-105.000000000002,22.9999999999997
"289","AiG Perf of Construction Index",2017-08-15 23:00:00,"60.5",1.178,1.1793,1.1687,1.1735,32.0000000000009,-53.0000000000008,43.9999999999996
"290","AiG Perf of Construction Index",2017-08-14 23:00:00,"60.5",1.1807,1.1838,1.177,1.178,-44.9999999999995,-92.9999999999986,13.0000000000008
"291","AiG Perf of Construction Index",2017-08-11 23:00:00,"60.5",1.1772,1.1847,1.1749,1.1821,-40.9999999999999,-50.9999999999988,17.0000000000003
"292","AiG Perf of Construction Index",2017-08-10 23:00:00,"60.5",1.1759,1.1785,1.1704,1.1772,48.999999999999,-22.9999999999997,75.0000000000006
"293","AiG Perf of Construction Index",2017-08-09 23:00:00,"60.5",1.1752,1.1764,1.1689,1.1759,13.0000000000008,-54.9999999999984,26.0000000000016
"294","AiG Perf of Construction Index",2017-08-08 23:00:00,"60.5",1.1795,1.1824,1.1715,1.1752,6.99999999999923,-62.9999999999997,11.9999999999987
"295","AiG Perf of Construction Index",2017-08-07 23:00:00,"60.5",1.1771,1.1814,1.1766,1.1795,-42.9999999999997,-80.0000000000001,28.999999999999
"296","AiG Perf of Construction Index",2017-08-04 23:00:00,"56",1.187,1.1889,1.1728,1.1773,21.9999999999998,-6.99999999999923,40.9999999999999
"297","AiG Perf of Construction Index",2017-08-03 23:00:00,"56",1.1856,1.1893,1.1831,1.187,-97.0000000000004,-142,19.0000000000001
"298","AiG Perf of Construction Index",2017-08-02 23:00:00,"56",1.1802,1.191,1.1794,1.1856,14.0000000000007,-24.9999999999995,37.0000000000004
"299","AiG Perf of Construction Index",2017-08-01 23:00:00,"56",1.1842,1.1844,1.1785,1.1802,54.0000000000007,-7.99999999999912,108.000000000001
"300","AiG Perf of Construction Index",2017-07-31 23:00:00,"56",1.1739,1.1846,1.1723,1.1842,-40,-56.9999999999982,1.99999999999978
"301","AiG Perf of Construction Index",2017-07-28 23:00:00,"56",1.1677,1.1764,1.1671,1.1751,90.9999999999989,-28.0000000000014,95.0000000000006
"302","AiG Perf of Construction Index",2017-07-27 23:00:00,"56",1.1734,1.1777,1.165,1.1677,74.0000000000007,-5.99999999999934,86.9999999999993
"303","AiG Perf of Construction Index",2017-07-26 23:00:00,"56",1.1647,1.174,1.1613,1.1734,-57.0000000000004,-83.9999999999996,42.9999999999997
"304","AiG Perf of Construction Index",2017-07-25 23:00:00,"56",1.1643,1.1712,1.1631,1.1647,86.9999999999993,-34.0000000000007,92.9999999999986
"305","AiG Perf of Construction Index",2017-07-24 23:00:00,"56",1.1659,1.1684,1.1626,1.1642,5.00000000000167,-10.9999999999988,70.0000000000012
"306","AiG Perf of Construction Index",2017-07-21 23:00:00,"56",1.1631,1.1683,1.1619,1.1663,-20.9999999999999,-36.9999999999981,21.0000000000021
"307","AiG Perf of Construction Index",2017-07-20 23:00:00,"56",1.1515,1.1658,1.1479,1.1631,31.9999999999987,-12.0000000000009,51.9999999999987
"308","AiG Perf of Construction Index",2017-07-19 23:00:00,"56",1.1554,1.1557,1.151,1.1515,116.000000000001,-36.0000000000005,143
"309","AiG Perf of Construction Index",2017-07-18 23:00:00,"56",1.1478,1.1583,1.1472,1.1554,-39.0000000000001,-43.9999999999996,2.99999999999967
"310","AiG Perf of Construction Index",2017-07-17 23:00:00,"56",1.1464,1.1487,1.1435,1.1478,76.0000000000005,-5.99999999999934,105.000000000002
"311","AiG Perf of Construction Index",2017-07-14 23:00:00,"56",1.1398,1.1472,1.1392,1.147,7.99999999999912,-35.0000000000006,17.0000000000003
"312","AiG Perf of Construction Index",2017-07-13 23:00:00,"56",1.1412,1.1456,1.1371,1.1398,72.000000000001,-5.99999999999934,74.0000000000007
"313","AiG Perf of Construction Index",2017-07-12 23:00:00,"56",1.1467,1.1489,1.1392,1.1412,-14.0000000000007,-40.9999999999999,43.9999999999996
